"","x"
"1",1
"2",0.920579062858497
"3",0.847465810973429
"4",0.784625859261529
"5",0.732483709515864
"6",0.68992344812399
"7",0.651287531509021
"8",0.61831250987209
"9",0.590626398756594
"10",0.564179985587462
"11",0.538917760546367
"12",0.514786699371999
"13",0.491736152064552
"14",0.469717736573684
"15",0.448685237246785
"16",0.42859450782443
"17",0.409403378779389
"18",0.391071568804705
"19",0.373560600265061
"20",0.35683371843398
"21",0.340855814347319
"22",0.325593351111156
"23",0.31101429350937
"24",0.297088040763183
"25",0.283785362301517
"26",0.271078336407352
"27",0.258940291611314
"28",0.247345750709477
"29",0.236270377287864
"30",0.225690924641426
"31",0.215585186980265
"32",0.205931952820689
"33",0.196710960463274
"34",0.187902855464478
"35",0.179489150012547
"36",0.171452184122432
"37",0.163775088568292
"38",0.156441749475752
"39",0.149436774499612
"40",0.142745460516019
"41",0.136353762761276
"42",0.130248265352521
"43",0.124416153128402
"44",0.118845184750635
"45",0.113523667009989
"46",0.108440430282776
"47",0.103584805086316
"48",0.0989465996841808
"49",0.0945160786941989
"50",0.0902839426543348
"51",0.0862413085035393
"52",0.0823796909366092
"53",0.0786909845939169
"54",0.07516744704863
"55",0.0718016825557087
"56",0.0685866265285743
"57",0.0655155307108624
"58",0.0625819490121404
"59",0.0597797239778567
"60",0.0571029738651232
"61",0.0545460802972055
"62",0.0521036764708045
"63",0.0497706358913814
"64",0.0475420616128783
"65",0.0454132759592511
"66",0.0433798107062408
"67",0.0414373977027734
"68",0.0395819599123051
"69",0.0378096028553083
"70",0.0361166064349361
"71",0.0344994171287079
"72",0.0329546405298278
"73",0.0314790342224788
"74",0.0300695009761398
"75",0.0287230822446392
"76",0.0274369519563015
"77",0.0262084105821511
"78",0.0250348794697237
"79",0.0239138954305924
"80",0.022843105570247
"81",0.0218202623494756
"82",0.0208432188668816
"83",0.019909924352636
"84",0.0190184198640041
"85",0.0181668341736145
"86",0.0173533798418373
"87",0.0165763494650301
"88",0.0158341120917752
"89",0.0151251097995868
"90",0.0144478544249024
"91",0.0138009244394957
"92",0.0131829619667528
"93",0.0125926699315514
"94",0.0120288093377591
"95",0.0114901966676367
"96",0.0109757013976883
"97",0.0104842436257442
"98",0.010014791804295
"99",0.00956636057532047
"100",0.00913800870206788
"101",0.00872883709343885
"102",0.00833798691683802
"103",0.00796463779552252
"104",0.00760800608666849
"105",0.00726734323654041
"106",0.00694193420931092
"107",0.00663109598623307
"108",0.00633417613201511
"109",0.00605055142538841
"110",0.00577962655099442
"111",0.00552083284984482
"112",0.0052736271257321
"113",0.0050374905050855
"114",0.00481192734787896
"115",0.00459646420730522
"116",0.00439064883603257
"117",0.0041940492369582
"118",0.00400625275646599
"119",0.0038268652182853
"120",0.00365551009613293
"121",0.00349182772340156
"122",0.00333547453823592
"123",0.00318612236241206
"124",0.00304345771250622
"125",0.00290718114190733
"126",0.00277700661229225
"127",0.0026526608932443
"128",0.00253388298875505
"129",0.00242042358940561
"130",0.00231204454907742
"131",0.00220851838509446
"132",0.00210962780074741
"133",0.00201516522919777
"134",0.00192493239780447
"135",0.00183873991195867
"136",0.00175640685755304
"137",0.00167776042125128
"138",0.00160263552776085
"139",0.00153531134971496
"140",0.00147861470148888
"141",0.00142990978209648
"142",0.00138883213298721
"143",0.00135248577707843
"144",0.00131709062150298
"145",0.00128563698574918
"146",0.00125545312754877
"147",0.00122597791829511
"148",0.00119719472050846
"149",0.00116908728731957
"150",0.00114163975329907
"151",0.00111483662550212
"152",0.00108866277472326
"153",0.0010631034269567
"154",0.00103970346475893
"155",0.00101882936433046
"156",0.000998828129104307
"157",0.000979219549826814
"158",0.000959995918039363
"159",0.000941149676612597
"160",0.000922673416775588
"161",0.000904988087094243
"162",0.000887825101795506
"163",0.000870987610355269
"164",0.000854469439823425
"165",0.00083843344342752
"166",0.000822986796265983
"167",0.000807946696936636
"168",0.000793181455708127
"169",0.000778686049543445
"170",0.000764455547201673
"171",0.000750485107560419
"172",0.000736769977968891
"173",0.000723305492631083
"174",0.000710087071018499
"175",0.000697110216311887
"176",0.000684370513871455
"177",0.000671863629735034
"178",0.000659585309143698
"179",0.000647627311229337
"180",0.000635978570389361
"181",0.000624628500439494
"182",0.000613480990912044
"183",0.000602532426787466
"184",0.000591779257562103
"185",0.000581217996096802
"186",0.000570845217486067
"187",0.000560657557947402
"188",0.000550651713730467
"189",0.000540824440045713
"190",0.000531172550012124
"191",0.000521692913623754
"192",0.000512382456734688
"193",0.00050323816006214
"194",0.000494257058207323
"195",0.000485436238693806
"196",0.000476772841023029
"197",0.000468264055746671
"198",0.000459907123555576
"199",0.000451699334384941
"200",0.000443638026535466
"201",0.000435720585810197
"202",0.00042794444466677
"203",0.000420307081384779
"204",0.000412806019248013
"205",0.000405438825741284
"206",0.000398203111761585
"207",0.000391096530843329
"208",0.000384116778397418
"209",0.000377261590963886
"210",0.000370528745477887
"211",0.000363916058548772
"212",0.000357421385752046
"213",0.000351042620933948
"214",0.000344777695528449
"215",0.000338624577886441
"216",0.00033258127261689
